Term,Frequency
ausgeführt,2
Belange,3
Vereinbarung,2
mobilen,1
sprechen,3
bestehende,3
Vereinbarungen,1
anlassbezogen,1
widerrufen,1
Erörterungsanspruch,1
fördert,6
Kulturwandel,2
Akzeptanz,6
Betriebskindergärten,1
Mutterschutzes,1
garantieren,6
Betreuungszeiten,1
Absetzbarkeit,2
Betreuungskosten,2
Vorständen,2
Führungskräften,1
zeitlich,3
begrenzte,2
Auszeit,2
Geburt,5
Elternzeit,2
Pflege,14
Angehöriger,2
schwerer,2
Erkrankung,2
Mandat,2
begrenzten,2
Zeitraum,2
ruhen,2
niederzulegen,2
Familienfreundliche,1
steigern,3
Karrierechancen,2
Gleiches,2
Positionen,1
Arbeitsmodelle,1
geteilte,1
Führung,6
Jobsharing,1
Topsharing,1
selbstverständlich,2
Arbeitgeberinnen,1
vergegenwärtigen,1
Funktionen,3
weibliche,1
männliche,1
berücksichtigen,3
Transparenz,8
Talentmanagement,1
Gleichstellungsberichten,1
erhöht,6
Druck,2
starrer,2
Quoten,3
Selbstverpflichtungen,1
Unternehmensebene,1
widerspiegelt,1
Vorstandsebene,1
Frauenanteils,1
Partnerschutz,3
Mutterschutz,3
Partnerschutzes,2
Kindes,2
Elternteil,1
Arbeitstage,1
halbtägig,1
beansprucht,1
besteht,5
doppelte,1
Zeitdauer,1
äquivalent,1
Alleinerziehende,5
Person,4
benennen,3
Familienangehörige,1
Alleinerziehenden,1
erhöhten,1
Regenerationsbedarf,1
Müttern,1
Rechnung,4
Anfang,1
Familienbedingte,1
Auszeiten,1
oberste,2
Führungskräfte,2
Mitglieder,5
Aufsichtsräten,1
begründeten,1
ersetzt,2
bisherige,1
vollen,3
Abwesenheit,1
Zwang,1
Mandatsniederlegung,1
Gleiche,1
Gerechtigkeit,2
Männern,2
500,2
unternehmensinternen,1
Gender,1
Pay,1
Gap,1
auswerten,1
veröffentlichen,1
durchschnittliche,1
Verdienstunterschied,1
prozentuale,1
Gehaltsgruppen,1
angegeben,1
Grundstein,1
eigenverantwortliche,2
Problems,1
Beschäftigte,3
Diversity,3
Management,6
ganzheitliches,2
ökonomischen,2
sinnvolle,2
Alternative,5
Konzepten,1
Gleichstellungs,1
Behindertenbeauftragten,1
Arbeitsvermittlung,2
Vorbereitung,1
praxistauglichere,1
Budgets,2
Begleitung,1
Werkstatt,1
bilden,3
berücksichtigtes,1
reguläre,1
Beschäftigung,6
Kreativwirtschaft,6
Dienstleistungsbranche,1
Erwerbstätigen,2
Klasse,2
Reformansätzen,1
Selbstständigkeit,4
nehmen,9
Ungleichbehandlungen,1
Krankenversicherung,5
Statusfeststellung,1
Statusfeststellungsverfahrens,1
Statusfeststellungsverfahren,1
zweifelsfrei,1
klären,1
abhängige,1
selbstständige,1
vorliegt,2
Positivkriterien,1
Vorliegen,1
bestimmter,2
verbindlich,2
festgestellt,1
Prüfung,5
unabhängige,2
Rentenversicherung,5
vorgenommen,2
maximale,1
wählbar,1
geförderten,2
Zickzack,1
Lebensläufen,2
Wechsel,3
Direktversicherung,1
Riester,4
verlieren,1
Gründungsphase,1
Karenzfristen,1
Pflicht,2
angemessen,3
obligatorisches,1
Alterssicherungssystem,1
pflichtversichert,1
Mini,3
Midijob,2
Mindestlohn,2
koppeln,2
Minijob,1
dynamisch,1
Mindestlohns,1
reduzieren,6
Stunden,1
Midijobs,1
Midijobber,1
Erhöhungen,1
allgemeine,1
Lohnentwicklung,1
abgeschnitten,1
Leistungsgerechtigkeit,1
Tarifautonomie,1
Arbeitnehmerüberlassung,1
Zeitarbeit,4
sozialversicherungspflichtige,1
Branchen,1
sämtliche,3
Pflichten,4
eingehalten,4
Teilhabe,6
Sondervorschriften,1
Integrationsfunktion,1
Höchstüberlassungsdauer,1
aufheben,1
GESUNDHEIT,1
wichtig,3
funktionierendes,2
wohnortnahe,1
medizinischen,4
demographische,2
Pandemien,3
Krankenhäuser,3
absichern,1
Investitionsfinanzierung,1
maximalversorgende,1
kleinere,2
bedarfsgerechte,3
Höhere,2
Vergütungssystem,1
Strukturreform,2
stationären,2
Sektor,2
weiterentwickelt,3
Fehlanreize,1
Überversorgung,1
Überangebot,1
Krankenhausleistungen,1
bereinigt,1
Ungleichbehandlung,1
konfessionellen,1
Trägern,1
Planungshoheit,1
Krankenkassen,9
Versorgungsstrukturen,2
Unabhängigkeit,6
Robert,2
Koch,2
Instituts,1
RKI,2
Präsidentin,1
Präsident,4
schaffender,1
Vorstand,1
weisungsunabhängig,1
pandemische,1
Notlagen,1
reagieren,3
klaren,3
politikabhängige,1
Bundesbank,1
unabhängigen,2
Institution,2
umzuwandeln,1
Versorgungssicherheit,5
Arzneimitteln,6
jederzeit,3
Engpässe,1
vermieden,2
Herstellung,3
verlagern,1
Mittelpunkt,2
Abbau,3
Investitionsbezuschussungen,1
Produktionsstätten,1
Gewährung,1
klare,10
benötigen,3
Datensicherheit,2
Gesundheitsakteuren,2
Patientinnen,8
Patienten,7
ausgestaltet,1
Verfügbarkeit,2
Patientendaten,1
Arbeitsalltag,1
Innovationsmotoren,1
Krankenversorgung,1
robotische,1
Assistenzsysteme,1
Entbürokratisierung,3
Bepreisung,3
Berichtspflichten,1
Bezahlen,1
anfordert,1
schärft,1
Behandlung,3
klagen,1
zunehmende,4
bürokratische,2
Auflagen,2
Gegenteil,1
Präventionsgesetz,2
Bevormundung,1
Kindergärten,1
gesunden,1
Lebensstil,1
vermitteln,3
Verhütung,2
Krankheiten,1
lebenslangen,1
Gesundheitslernens,1
Erwachsene,2
Informationen,6
Prävention,9
Krankheitsfrüherkennung,1
Gesundheitsförderung,1
wichtige,6
altersunabhängig,1
Kontrollierte,1
Freigabe,2
Cannabis,4
kontrollierte,1
Besitz,1
Konsum,1
volljährige,2
erlauben,1
Verkauf,2
lizenzierten,1
Geschäften,1
kontrolliert,2
Weitergabe,1
verunreinigten,1
Substanzen,1
Jugendschutz,1
ähnlich,1
Zigaretten,1
besteuert,1
jährlich,4
Milliarde,1
eingenommen,1
beachten,1
angesetzte,1
Steuer,2
hoher,1
effektiven,4
Eindämmung,1
Schwarzmarktes,1
Suchtbehandlung,1
eingesetzt,3
kriminalisiert,3
unzählige,1
immense,2
Polizeiressourcen,1
illegalen,3
Kontakt,1
Dealern,1
härteren,1
Drogen,1
Anstrengungen,4
Medizintechnik,1
zukunftsfähige,1
unbürokratischer,3
Fördergeldern,1
Biomedizin,1
birgt,3
Gentherapien,1
regenerativer,1
Medizin,2
offenere,1
innovationsfördernde,1
Phasen,1
klinischen,1
hinweg,1
Gesundheitsmedizin,1
Treiber,1
optimalen,1
Patientenversorgung,1
mobilisiert,1
geistiges,1
Patentrecht,1
strikt,2
geschützt,5
seltene,1
Erkrankungen,2
liberalen,10
Gesundheitsversorgung,3
weiterhin,5
Niedergelassene,1
Ärztinnen,3
Ärzte,3
Zahnärztinnen,1
Zahnärzte,1
Tierärztinnen,1
Tierärzte,1
Apothekerinnen,1
Apotheker,1
Heilmittelerbringerinnen,1
Heilmittelerbringer,1
Hebammen,5
Geburtshelfer,3
Weisungen,1
entscheiden,10
Therapiefreiheit,1
Budgetierungszwang,1
zugute,1
Vertrauensbeziehung,1
Ärztin,2
Patient,3
Stück,1
Heilmittelerbringern,1
begegnen,2
Zahlung,1
Schulgeldern,1
befreit,1
Lebensende,2
liberales,2
Sterbehilfegesetz,1
Selbsttötung,1
Anspruch,4
letal,1
wirkendes,1
Medikament,1
Wunsch,2
Vollbesitz,1
geistigen,2
Selbstbestimmungsrecht,1
Medizinische,1
planen,3
Patientin,2
regional,1
patientenzentriert,1
Sektorenbarriere,1
ambulanten,3
Versorgungsbereich,1
Versorgungsbereiche,1
Rettungsdienst,1
Notfallversorgungsstrukturen,1
bedarfsgerechter,1
vernetzter,3
Integrierte,1
Gesundheitszentren,1
regionale,3
Grundversorgung,1
kurzstationären,1
Behandlungen,2
Raums,1
besonderen,2
Versorgungsstruktur,1
ambulant,1
stationär,1
leiten,1
Vergütungsregelungen,1
derzeit,2
Behandlungsmethoden,1
Krankenhaus,1
überführen,3
Entscheidungsverfahren,1
stationäre,1
Vergütung,1
unversorgt,1
Psychische,1
Wartezeiten,2
Therapieplatz,1
Therapieplätzen,1
Aufklärung,5
psychologischen,1
Psychotherapeutinnen,2
Psychotherapeuten,2
Anzahl,3
Kassensitze,1
Psychologie,1
Psychotherapie,1
Schulpsychologische,1
Beratungsangebote,3
Schulsozialarbeiterinnen,1
arbeiter,1
verfügbar,2
Aufklärungskampagne,1
Entstigmatisierung,1
psychischer,2
psychische,1
wesentliche,1
Lebensqualität,2
sensibilisiert,1
geholfen,2
qualitäts,1
effizienz,1
innovationssteigernden,1
Kassen,1
sorgt,2
versorgt,1
Spielraum,1
Verträge,3
Leistungserbringern,1
Versorgungsformen,1
Versicherten,4
Selbstbeteiligungen,1
Bonuszahlungen,1
Beitragsrückerstattungen,1
gesteuert,2
Wirtschaftlichkeitsreserven,1
Kostenübernahme,1
Verhütungsmethoden,1
22,1
Lebensjahr,3
Mündige,1
gesetzlicher,3
GKV,1
PKV,1
solidarisches,1
Krankenversicherungsvielfalt,1
freiheitliche,3
Patienteninteressen,1
rücken,2
bieten,5
Modellen,2
wählen,2
Apotheken,2
rezeptpflichtigen,1
inländischen,1
ausländischen,1
Versandapotheken,1
Versandhandelsverbot,1
rezeptpflichtige,1
Arzneimittel,1
Apothekenwahl,1
PFLEGE,1
Pflegebedürftigkeit,2
Unfall,1
Krankheit,1
vertrauen,3
menschliche,1
dramatischen,1
Mangel,1
Pflegefachkräften,1
oftmals,2
überlastet,1
Ansprüchen,2
frustrierend,1
selten,1
Burn,1
Berufsaufgabe,1
entgegenwirken,1
Zuwendung,1
Bürokratieabbau,2
Pflegebereich,2
Wichtig,1
beruflich,2
Pflegenden,3
zentraler,1
Erarbeitung,1
fachliche,1
Expertise,2
Personalbemessung,1
Personalmangel,1
Ursprung,1
angreifen,1
Personal,5
Pflegeausbildung,1
Inhalte,2
pflegerischen,2
leistungsgerechte,1
Pflegeberufen,1
anspruchsvoller,1
empathisch,1
sozial,2
geprägt,2
wiederfinden,1
Berufsbiographie,1
Assistenzkraft,1
Pflegeprofessur,1
Pflegewissenschaften,1
Berufsfeld,1
Personengruppen,2
zulasten,2
bekommen,2
adäquat,1
Lückenbüßern,1
Berechnung,1
Pflegeschlüssels,1
herangezogen,2
Bedarfsgerechte,1
Abkehr,1
reinen,2
Pflegepersonal,2
Untergrenzen,1
Bedarf,2
Instrument,2
ausgewogenen,1
Qualifikationsmix,1
Digitalisierungsschub,1
Automatisierung,3
Pflegende,2
elektronischen,1
Patientenkurve,1
automatisierte,1
Medikamentenausgabe,1
robotischen,1
Lagerungshilfen,1
maßgeblich,2
Erleichterung,1
Arbeitsalltags,1
pflegender,1
Pflegebedürftige,1
Medikationsänderungen,1
Angehörige,2
Kurzzeitpflegeplätzen,1
pflegende,1
tragende,1
Säule,4
niedrigschwellige,1
Kurzzeitpflegeplätze,1
Betreuung,4
Demenz,1
aufsuchende,1
demenzfreundlicher,1
Quartiere,1
häuslichen,1
Telepflege,1
Gebieten,2
könnten,2
gewohnten,2
Umfeld,2
Liberales,2
Pflegebudget,2
Liberalen,3
Pflegebudgets,1
Gestaltung,3
Alltags,2
Leistungsansprüche,1
Pflegegrade,1
monatliches,1
unbürokratisch,4
verfügt,1
generationengerechte,1
Pflegeversicherung,3
Teilleistung,1
festzuhalten,1
Kapitaldeckungselemente,1
ergänzen,4
Rente,9
bestehend,1
betrieblicher,3
betrieblichen,1
Pflegezusatzvorsorge,1
endet,1
unvertretbar,1
Pflegefinanzierung,1
abzuwälzen,1
MODERNES,1
STARKE,2
FAMILIEN,1
wichtigsten,1
persönlichsten,1
lieben,2
erziehen,2
aufziehen,1
füreinander,2
übernehmen,8
Familienpolitik,1
Sorge,7
Adoptions,1
Reproduktions,1
Abtreibungsrecht,1
Kinderchancengeld,3
Grundbetrag,1
Flexibetrag,1
nichtmateriellem,1
Chancenpaket,1
ausgeweitet,1
selbstständig,2
Kinderchancenportal,1
kinderleicht,1
abgerufen,1
einfach,5
Elterngeld,3
Partnerschaftsbonus,2
Ungerechtigkeiten,1
Insolvenzgeld,1
Mischeinkünften,1
ElterngeldPlus,1
passen,1
Lebensrealität,1
Partnermonate,2
verlängern,5
Bezugsdauer,1
Mindest,1
Maximalbeträge,1
Inflationsausgleich,1
ausgewogenere,1
Aufteilung,2
Familienarbeit,1
Elternteilen,2
Auszubildendenfreibetrag,1
Freibetrag,5
Unterhaltsleistungen,1
haushaltsnahen,1
Splittingverfahren,1
Ehe,2
eingetragene,1
Lebenspartnerschaften,1
festhalten,2
sinnvoll,3
Steuerschuld,1
abzuziehenden,1
Steuergutschriften,1
niedrigen,1
Heim,2
Pflegekinder,2
Berufs,2
Studienberatung,1
Jugendpflegeeinrichtungen,1
verdientes,2
behalten,1
Unterbringung,3
Verlängerung,1
Jugendheim,1
Pflegefamilien,1
unkompliziert,4
solange,2
befinden,1
Erlangung,1
Schulabschlüssen,1
Hochschulreife,1
Modernes,1
Fortpflanzungsmedizingesetz,2
Legalisierung,1
Eizellspende,1
Klarstellung,1
Embryonenspende,1
nichtkommerzielle,1
Leihmutterschaft,1
Reproduktionsmedizin,1
Familienstand,1
sexuellen,3
zugänglich,3
Ungewollt,1
Kinderlose,1
Kinderwunschbehandlungen,1
Bundesförderung,1
Landesbeteiligung,1
abhängig,3
Langfristig,1
Vorlage,1
Indikation,1
Paare,2
Trauschein,1
Alleinstehende,1
Mehrelternschaft,1
Elternschaftsvereinbarungen,2
rechtlich,5
Mehrelternschaften,1
rechtswirksame,1
Empfängnis,1
Elternteile,1
Kindeswohls,1
Überforderung,1
Erwachsenenalter,1
Quotierungen,1
unterhaltsrechtlichen,1
Ehefrau,1
leiblichen,2
Mutter,2
gerichteten,1
Samenspende,1
gezeugt,1
leibliche,1
Vater,1
anderweitig,1
Einvernehmen,1
erklärt,1
Adoptionsrecht,2
Adoptionen,1
unverheirateten,1
Paaren,2
Unverheiratete,1
verheirateten,1
gleichgestellt,1
Vermeidung,1
Adoptionsverfahren,1
anonym,3
Stiefkindadoptionen,1
Verwandtschaftsverhältnis,1
einvernehmlich,1
gewünscht,1
Kindeswohl,4
befürworten,2
unverhältnismäßigen,1
freiberuflichen,1
fachfremden,1
Tätigkeiten,2
Engagierten,1
Schulabsolventinnen,1
Schulabsolventen,1
Mindestvorgaben,1
Erlernen,2
Hebammenberufes,1
erfüllen,6
bezüglich,1
Ziels,1
finanzierten,1
dennoch,3
Geburtshilfe,1
tätig,1
ergänzenden,1
Mütterpflegekraft,1
Nachsorge,1
Wochenbett,1
einzuführen,2
219a,2
Strafgesetzbuch,2
Paragraf,1
Strafgesetzbuchs,1
StGB,2
ersatzlos,1
abwegig,1
sachliche,2
Homepage,1
Arztes,1
legalen,2
ärztlichen,1
Eingriff,4
strafbares,2
Unrecht,2
Schwangerschaftsabbruch,1
Paragrafen,1
218,1
ff,1
straffrei,2
Information,3
vielmehr,1
schwierigen,1
genau,3
seriösen,1
verlässliche,5
flächendeckendes,1
objektives,1
Beratungsnetzwerk,1
Konfliktberatung,1
durchgeführt,2
Selbstbestimmungsgesetz,2
geschlechtliche,3
Identität,6
Transsexuellengesetz,1
ersetzen,5
Änderungen,1
Geschlechtseintrags,1
Personenstand,1
diskriminierende,1
Selbstauskunft,1
erweitertes,1
Offenbarungsverbot,1
Aufklärungs,1
geschlechtsangleichender,1
übernommen,1
Medizinisch,1
genitalverändernde,1
Operationen,1
intergeschlechtlichen,2
wirksam,5
verbieten,1
Verantwortungsgemeinschaft,5
verankern,4
stufenweise,1
variiert,1
persönlich,1
nahestehen,1
verheiratet,1
verpartnert,1
gerader,1
Linie,2
verwandt,1
gründen,2
Namensrecht,1
unberührt,2
Aufenthaltsberechtigungen,1
Arbeitserlaubnis,1
begründet,1
traditionelle,1
Familienstrukturen,1
Formen,3
gegenseitiger,1
Grundgedanke,1
größtmögliche,1
maximaler,1
Wechselmodell,2
Leitbild,5
minderjähriger,1
berechtigt,1
verpflichtet,4
Unterhalt,1
substantiellen,1
vorsehen,2
Erziehungs,1
Unterhaltsverantwortung,1
gemeinschaftlich,1
ausgeübt,1
entgegensteht,1
Umgangsrecht,1
Großeltern,3
Enkelkindern,3
Umgang,6
entscheidender,1
SCHUTZ,1
PRIVATSPHÄRE,1
Privatsphäre,4
Kernanliegen,1
weitergehender,1
Überwachungsbefugnisse,2
Polizei,14
Justiz,6
unnötiger,2
befreien,3
Grundrechte,5
unbescholtener,1
Personenbezogene,2
eindeutigen,1
Zweck,1
verwendet,3
informationelle,3
technische,5
privacy,1
and,5
default,1
Assistenz,1
PIMS,1
Wirtschaftsgut,1
AGB,1
Datenwirtschaftsordnung,1
Datenschutzrecht,1
Auswirkungen,2
Kerngeschäft,1
Verpflichtungen,4
Datenschutzrechtlich,1
aufwendige,1
nutzbar,3
Konstruktion,1
Hard,1
Herstellern,1
mitgedacht,1
Ausübung,1
zielgenauere,1
datenschutzrechtliche,1
Telekommunikationsdaten,1
Datenverarbeitung,1
Schutzniveau,1
Grundverordnung,1
unterschreiten,1
liberale,4
Datenpolitik,2
setzt,7
voraus,2
mitnehmen,1
Datenportabilität,1
Mittelfristig,2
Telefonnetz,1
Diensten,1
verschiedener,2
Anbieter,1
sozialer,3
Schnittstellen,1
bereitzuhalten,1
weiten,3
personenbezogene,2
Nutzerinnen,1
Nutzer,1
Nutzungsrecht,1
Erzeugung,2
mitgewirkt,1
generelle,1
Datenteilungspflicht,1
Sammlung,1
Aufbereitung,1
personenbezogener,3
amortisieren,1
Stattdessen,2
Datenbeständen,1
sektorbezogen,1
Entgelt,2
Datenbestände,1
grundsätzliche,1
elektronischer,1
Kommunikation,2
Einschränkung,2
Einsatzes,1
Kryptographie,1
Offenhalten,1
Netzverkehrs,1
Eigentums,2
Vertraulichkeit,1
Totalüberwachung,2
mittels,4
Durchsuchung,2
Quellen,2
TKÜ,2
potentiell,1
lückenlose,1
Überwachung,8
Staatstrojanern,1
nachrichtendienstlichen,1
Solange,3
Kernbereich,1
Lebensgestaltung,1
unterbleiben,1
Quellentelekommunikationsüberwachung,1
Maßstab,1
Ausnutzung,1
geregeltes,1
Ermittlungszwecke,1
aufkaufen,1
umgehend,2
BSI,1
melden,1
Schließung,1
Lücke,2
herbeiführt,1
Grundsätzen,2
koordiniert,2
veröffentlicht,1
Quick,2
Freeze,2
Vorratsdatenspeicherung,2
anlasslose,2
Speicherung,3
Telekommunikationsverbindungsdaten,1
Vorrat,1
stellt,1
Generalverdacht,3
Ansicht,1
Gerichtshofs,1
verstößt,1
grundrechtsschonende,1
Verdachtsfall,1
richterliche,1
Anordnung,1
Anonymität,5
automatisierten,2
Gesichtserkennung,2
Videoüberwachung,4
Ersatz,2
Allheilmittel,1
massenhaften,1
droht,1
Zwecken,1
kritisch,2
intelligente,2
Kriminalitätsschwerpunkten,1
Gefahrenabwehr,2
Strafverfolgung,2
Polizeipräsenz,1
Überwachungsgesamtrechnung,3
Moratorium,3
Sicherheitsgesetze,1
Gesetzgebungsverfahren,1
Sicherheitsrecht,1
Sicherheitsgesetz,2
Überwachungs,1
Informationserhebungsmaßnahmen,1
Befugnissen,1
bewertet,1
Angesichts,4
zunehmender,1
Überwachungsmöglichkeiten,1
Geräte,1
geboten,3
Bargeld,5
Krypto,1
Währungen,1
uneingeschränkte,1
Nutzbarkeit,1
Zahlungsmittel,1
Zahlungsformaten,1
begrüßen,5
Kryptowährungen,2
aufzubewahren,1
auszuweichen,1
Negativzinspolitik,1
Zentralbank,1
enge,2
Tauschmittel,1
Basen,1
Rahmens,1
HANDLUNGSFÄHIGER,1
RECHTSSTAAT,1
Extremismus,8
Terrorismus,6
Bedrohung,2
Verbrechen,1
handlungs,1
durchsetzungsstarken,1
Sicherheitsarchitektur,3
erneuern,4
Feinden,1
Strafprozess,3
effektiver,4
praxistauglicher,2
Strafprozesse,1
einseitig,2
Lasten,2
Beschuldigten,1
Verteidigung,3
auswirkt,1
Grundstruktur,1
Kaiserreich,1
stammt,1
komplexen,2
exponierten,1
Beweis,1
kommunikativer,1
Vernehmungen,1
Hauptverhandlung,1
Ton,1
aufgezeichnet,1
Hauptverhandlungen,1
konzentrierter,1
Gericht,1
Staatsanwaltschaft,1
Gespräche,1
Verfahrensgestaltung,1
Gerichtsverfahren,2
beteiligen,3
virtuelle,1
Verhandlungen,3
geringfügige,1
Forderungen,3
kostengünstigen,1
schnellen,2
geltend,1
Justizstandort,1
Internationalen,2
Handelsgerichtshof,1
Legal,3
Tech,4
Anwaltliches,1
Berufsrecht,2
anwaltliche,1
Erfolgshonoraren,1
Fremdbesitzverbot,1
lockern,1
Durchsetzung,3
Rechtsweg,1
teuer,1
mühsam,1
Sachkunde,1
strikte,1
Transparenzregeln,1
festlegen,1
Verbraucherschutz,3
Föderalismusreform,1
III,3
Föderalismuskommission,1
Kommission,5
Vorschläge,2
unterbreiten,1
Reduzierung,1
Landesämter,1
Verfassungsschutz,1
Verantwortlichkeiten,1
parlamentarische,2
Datenschutzaufsicht,1
Kooperationsplattformen,2
Sicherheitsbehörden,5
Gemeinsamen,4
Terrorabwehrzentrum,1
GTAZ,1
Terrorismusabwehrzentrum,1
GETZ,1
Datenaustausch,2
Nachrichtendiensten,2
voneinander,1
getrennt,2
Trennungsgebot,1
Europäisches,1
Kriminalamt,2
Europol,2
auszubauen,2
operativen,1
ausgedehnt,1
organisierte,1
Kriminalität,5
Cyberkriminalität,1
Landesgrenzen,1
halt,1
Erkenntnisse,6
grenzübergreifenden,1
Sachverhalten,1
ausgewertet,1
Einsätze,1
Gefährder,3
Definitionen,1
Datenbanken,1
vereinheitlicht,1
kompatibel,1
Cybersicherheits,1
ENISA,1
Nachrichtendienste,5
Neuordnung,1
Genehmigung,1
Gesetzmäßigkeitskontrolle,1
richterlicher,1
Parlamentsminderheit,1
Parlamentarische,1
Nachrichtendienstbeauftragte,1
beauftragter,1
sensible,1
Rechtsgrundlagen,1
Kommunikationsüberwachung,1
Lichte,1
Funktion,2
Inland,3
anzugleichen,1
Kommunikationsverkehre,1
auseinanderhalten,1
nachrichtendienstlicher,1
massiven,2
darstellt,1
Telekommunikationsunternehmen,1
Rechtsschutz,1
Klagebefugnis,1
Überwachungsmaßnahmen,1
einzuräumen,1
Mitgliedstaat,1
mitgeteilt,1
Betroffenenanwältin,1
anwalt,1
anzuhören,1
vertritt,1
Organisierte,2
hocheffizienten,1
Organisierten,3
all,2
vielfältigen,2
staatlicher,3
strukturierten,2
Aktivitäten,2
entgegnet,1
Dunkelfeld,1
klassischen,2
Delikten,1
Visier,1
Wirtschaftskriminalität,1
Innere,2
Beirats,1
Fehlerkultur,1
Selbstreflexion,1
Polizeiarbeit,1
erarbeiten,3
Fehlverhalten,2
Beamter,1
aufgeklärt,1
Mehrheit,4
Polizistinnen,2
Polizisten,2
hervorragende,1
Polizeiausbildung,1
Vergleich,1
Wissenschaftliche,1
Radikalisierung,3
Rassismus,4
Sensibilität,1
stärkere,5
verurteilen,4
Angriffe,1
Einsatzkräfte,1
scharf,1
Dokumentation,1
Gewalt,13
Übergriffen,2
Polizeibeamtinnen,1
beamte,1
Dienstes,1
Polizeiliches,1
Handeln,5
nachvollziehbar,1
pseudonyme,1
Kennzeichnungspflicht,1
Bessere,4
Ausrüstung,5
funktionale,1
Sachausstattung,1
bereitstellen,1
Stand,1
kompatiblen,1
ausgerüstet,1
mangels,1
fehlende,3
aufgrund,5
dysfunktionaler,1
durchgesetzt,2
Polizeien,1
Aufgabenkritik,1
betraut,1
Teilen,2
behördlichen,1
Einrichtungen,6
Objektschutz,1
Aufnahme,3
Verkehrsunfällen,1
freiwerdenden,1
Kapazitäten,2
intensiver,2
widmen,1
Rechtsstaates,1
Waffenrecht,2
Augenmaß,2
Konsequenz,2
Besitzerinnen,1
Besitzern,1
Legalwaffen,2
Sportschützen,2
Jägern,2
Waffenbesitz,2
gefährliche,2
unterschieden,1
jüngsten,1
Verschärfungen,1
Waffenrechts,2
Besitzer,1
Jäger,2
unnützer,1
überzogen,1
Generalrevision,1
unternehmen,1
Praktikabilität,1
Praxisnähe,1
Extremisten,1
Waffen,1
besitzen,1
illegale,2
Waffenhandel,1
Starker,1
orientiert,2
mündigen,2
Verbrauchers,1
Optionen,1
informierte,2
souveräne,1
Verbraucher,4
bevormundende,1
Verbraucherpolitik,1
schematisch,1
begrenzt,3
Zwänge,1
Langzeitverträgen,1
Ausweisung,1
monatlicher,1
Durchschnittspreise,1
aussprechen,2
Verbraucherrechten,1
Smart,5
Contracts,1
Entschädigung,1
Verspätungen,1
PRESSE,1
MEINUNGSFREIHEIT,1
SCHÜTZEN,1
Presse,3
Meinungsfreiheit,4
Grundpfeiler,3
unbefangenen,1
Wettstreit,1
Meinungsvielfalt,2
Widerspruch,4
Respekt,3
Standpunkten,1
Kommunikationsgrundrechte,1
gesellschaftlichen,5
Konflikten,1
Ansichten,2
Straftaten,6
Hass,2
Hetze,1
handeln,2
Persönlichkeitsrechte,1
Meinungsäußerung,1
Netzwerkdurchsetzungsgesetz,2
NetzDG,2
Regulierungsmix,1
vollem,3
effektivere,1
Verfolgung,2
Löschung,1
Inhalten,1
legt,2
Hände,2
Selbstregulierung,1
Beschwerdeinstanz,1
primär,2
Aufgabe,8
strafbare,1
Handlungen,2
vorzugehen,1
Opferschutz,1
Persönlichkeitsrechtsverletzungen,2
wehren,1
Urheberrecht,6
Auskunftsanspruch,1
Plattformen,1
Internetprovider,1
Bleibt,1
Täterin,1
Kontaktaufnahme,1
Sperrung,1
Accounts,1
zuständige,2
Zustellungsbevollmächtigte,1
Rundfunk,3
Auftrags,1
moderneren,1
schlankeren,1
ÖRR,3
Nachrichten,1
Dokumentationen,1
Rundfunkbeitrag,2
absenken,3
Fernseh,1
Hörfunkkanäle,1
Rundfunkanstalten,1
betrieben,1
erforderliche,2
Parallelangebote,1
Bereiche,1
klassischem,1
direktem,1
Mediensystem,1
Ausgewogenheit,1
Verhältnismäßigkeit,1
gewahrt,1
Medienhäuser,1
Presseauskunftsgesetz,2
Bundesebene,1
Erfassung,1
Angriffen,1
polizeilichen,1
Kriminalstatistik,1
Whistleblowerinnen,3
Whistleblower,2
arbeits,1
personal,1
strafrechtlich,1
belangt,1
rechtswidriges,1
Verhalten,1
offenbaren,1
Dienstweg,1
ausgeschöpft,1
unzumutbar,1
ausländische,1
Richtlinie,1
Whistleblowern,2
deutsches,1
DEMOKRATIE,1
PARLAMENTARISMUS,1
bedroht,1
Gleichgültigkeit,1
Kernaufgabe,1
fortzuentwickeln,1
Amtszeitbegrenzung,1
Bundeskanzler,1
Amtszeit,1
Bundeskanzlerinnen,1
Bundeskanzlern,1
volle,1
Wahlperioden,1
verantwortlichen,1
Persönlichkeiten,1
Ämter,2
Bürgerberatung,2
Bundestags,3
repräsentativen,1
Orte,2
Diskussion,1
Parlamente,2
repräsentative,1
gewinnt,1
Wahlen,4
Entscheidender,1
Adressat,1
Auftraggeber,1
Hausparlamente,1
Erweiterung,3
Petitionsrechts,1
Bürgerplenarverfahren,1
Zufallsauswahl,1
besetzte,1
Bürgerräte,1
Stets,1
unmissverständlich,1
klargestellt,1
Parlament,10
legitimierte,1
Beratungsauftrag,1
eingegrenzt,1
Erwartungen,1
definiert,2
Bundestag,5
Vorhabenliste,1
Abwägungen,1
echter,2
Informationsfreiheit,1
dokumentieren,1
Kommentierung,1
Legislaturperiode,4
Wahltermine,2
wesentlich,2
Sondierungsgespräche,1
Koalitionsverhandlungen,1
Wahlkampf,1
bestimmt,1
Komplexität,1
vieler,2
Regierungszeit,1
Dauerwahlkampf,1
verkleinern,1
Überhang,1
Ausgleichsmandate,1
überschreitet,1
709,1
Abgeordneten,2
