Term,Frequency
sobald,1
betroffen,5
Innovationsfonds,1
erfolgreiche,2
Patientenlotsen,1
vorgeben,1
Regelversorgung,1
überführt,1
Behandlungsfehlern,1
Haftungssystem,1
Härtefallfonds,2
gedeckelten,1
Ansprüchen,2
Arzneimitteln,3
Impfstoffen,3
innovativen,3
Engpässe,1
bekämpfen,16
entschieden,4
Wirk,1
Hilfsstoffproduktion,1
verlagern,1
Investitionsbezuschussungen,1
Produktionsstätten,1
Gewährung,1
Interessenkonflikte,1
Leistungs,1
Hilfsmittelerbringer,1
Drogenpolitik,1
kontrollierte,1
Abgabe,1
Cannabis,2
Genusszwecken,1
lizenzierten,1
Geschäften,1
kontrolliert,3
Weitergabe,2
verunreinigter,1
Jugendschutz,1
Modelle,1
Drugchecking,1
Schadensminderung,1
Alkohol,2
Nikotinprävention,1
verstärkte,3
schwangere,1
verschärfen,1
Marketing,1
Sponsoring,1
Nikotin,1
Erkenntnissen,2
Gesundheitsfinanzierung,1
stabilen,2
GKV,3
Bundeszuschuss,1
Bezieherinnen,1
Bezieher,1
Preismoratorium,1
Neuordnung,1
Arzneimittelmarktes,1
AMNOG,1
Arzneimittelpreise,1
verhandelte,2
Erstattungspreis,1
siebten,1
Monat,2
Mindestkriterien,1
monetäre,1
Boni,1
Präventionsprogrammen,1
PKV,1
Direktabrechnung,1
ungeklärtem,1
Versicherungsstatus,1
Wohnungslose,2
lebendigen,1
Räumen,4
Bedürfnisse,1
urbanen,1
Wohnungs,1
Stadtentwicklungspolitik,1
400,1
Wohnungen,4
Wohnungsbau,2
Eigenheimförderung,1
Bündnis,12
bezahlbarer,1
Wohngemeinnützigkeit,1
steuerlicher,1
Investitionszulagen,1
Sozialbindung,1
bezahlbaren,1
Wohnraums,1
Grundsätzen,4
Wirtschaftlichkeit,1
etablierten,2
Wohnungswirtschaft,2
benachteiligen,1
Länderprogramm,1
studentisches,1
junges,1
Auszubildende,2
Investitionsoffensive,2
schafft,4
günstig,1
Immobilienwirtschaft,2
Planungsperspektive,1
Mieterinnen,3
Mietern,2
Wohnkosten,2
Potenzialflächenregister,1
Bündnisses,4
Baukostensenkungskommission,1
gliedern,1
bahnnotwendigen,1
Immobilien,6
Bundeseisenbahnvermögens,1
BImA,8
wohnungs,2
stadtentwicklungspolitischen,1
Freiheiten,3
verschaffen,2
Krediten,1
kommunales,1
Bundesbauten,2
Bundesliegenschaften,2
altersgerechtes,1
Barriereabbau,1
serielles,4
Entbürokratisierung,4
modulares,2
Sanieren,3
Typengenehmigungen,1
Normung,1
meistern,1
BIM,2
Bundesbau,1
BauGB,2
unkomplizierter,1
anwenden,2
anpassung,1
Innenentwicklung,1
Bauflächen,1
mobilisieren,1
Beschleunigungen,1
Baulandmobilisierungsgesetz,1
vollständige,2
Bauleitplanverfahren,1
Bundesverwaltungsgerichts,1
9,1
November,2
gemeindlichen,1
Vorkaufsrecht,1
Erhaltungssatzung,1
Milieuschutzsatzung,1
gesetzgeberischer,1
Handlungsbedarf,1
ergibt,1
Bauforschung,1
Gebäudebereich,2
Klimaschutzsofortprogramms,1
Auslaufen,1
Neubauförderung,1
Effizienzhausstandard,1
EH,3
Wohnungsneubau,1
Treibhausgas,1
THG,3
m²,1
Wohnfläche,1
fokussiert,2
Gebäudeenergiegesetz,1
GEG,3
folgt,2
eingebaute,1
65,1
betrieben,2
2024,2
Ausbauten,1
Umbauten,1
Erweiterungen,2
Bestandsgebäuden,1
auszutauschenden,1
Innovationsklausel,2
Emissionsreduzierung,1
eingesetzt,6
begonnene,2
Innovationspartnerschaft,1
aufgreifen,1
Quartiersansatz,1
lineare,1
Abschreibung,1
Effekte,1
klimagerechte,2
Neubauoffensive,1
sozialverträgliche,1
eingesparten,1
Gebäudehülle,1
Quartierslösungen,1
Bedarfen,2
umschichten,1
grauer,1
Lebenszykluskosten,1
Gebäuderessourcenpass,1
Holzbau,1
Rohstoffsicherungsstrategie,1
Innovativen,1
Materialien,1
Zulassungen,1
Gebäudesektor,1
Mieter,3
Vermieter,2
Dilemma,1
Umstieg,1
Teilwarmmiete,1
Modernisierungsumlage,1
energetische,1
aufgehen,1
Teilung,1
Heizkosten,1
zahlenden,1
Preises,2
Vermietern,1
einerseits,1
andererseits,1
Juni,2
Stufenmodell,1
Gebäudeenergieklassen,1
regelt,1
erhöhten,2
hälftig,1
Mieterin,1
geteilt,1
breite,3
Sanierungsfahrplänen,1
Wohnungseigentumsgemeinschaften,1
Kauf,2
Gebäudes,1
kostenlos,1
BEG,1
Forschungsprogramms,1
Energiesprong,1
bauplanungs,1
bauordnungsrechtliche,1
identifizieren,5
Gebäudeenergieausweis,1
Gebäudeenergiekatasters,1
Klimakomponente,1
Heizkostenzuschuss,1
Solange,3
Wohnraumknappheit,1
Ballungsgebieten,1
Mieten,1
Wohnungsmarkt,1
Mieterschutzregelungen,1
angespannten,1
Kappungsgrenze,1
Mietpreisbremse,1
2029,1
Mietspiegel,3
Mietverträge,1
letzten,3
herangezogen,1
Nebenkostenabrechnungen,1
Einwohnerinnen,1
Einwohnern,1
ausgesuchten,1
Angaben,2
Steuererklärung,1
Ursachen,4
drohender,1
Wohnungslosigkeit,2
Mietrecht,1
Schonfristzahlungen,1
Weiterführen,1
Mietverhältnisses,1
entgegensteuern,1
Obdach,1
Wohneigentum,1
selbstgenutzten,2
wohnen,1
Eigentumserwerb,2
eigenkapitalersetzende,1
Darlehen,1
Schwellenhaushalte,1
Tilgungszuschüssen,1
Zinsverbilligungen,1
Grunderwerbsteuer,2
Erwerb,5
Wohneigentums,2
Gegenfinanzierung,2
steuerlichen,5
Schlupflöchern,2
Immobilienerwerb,3
Konzernen,2
Share,2
Deals,3
Versteuerungsnachweis,2
gewerbliche,2
Immobilienkäufer,2
jeglichem,1
Erwerbs,4
Bargeld,3
Grundbuch,2
ladungsfähige,1
Anschrift,1
Machbarkeitsstudie,1
untersuchen,3
Blockchain,3
vorteilhaft,1
Sachkundenachweis,1
Makler,1
Miet,1
Verwalter,1
Genossenschaftsanteilen,1
Städtebau,1
lebenswerte,1
Städte,1
Leipzig,1
Charta,1
finanzschwache,3
mehrjähriger,1
BundLänder,1
Vereinbarungen,7
Städtebaus,1
Baukultur,1
City,2
Stufenplan,2
Kompetenzzentrum,2
nutzungsgemischte,1
Gesamtlärmbetrachtung,1
Straßen,1
Schienen,1
Gewerbeanlagen,1
TA,2
geänderten,1
Zielkonflikte,1
heranrückender,1
Wohnbebauung,1
aufzulösen,1
Clubs,2
Livemusikspielstätten,1
kulturellen,3
Bezug,2
beides,1
Baunutzungsverordnung,1
Honorarordnung,1
Architekten,1
HOAI,1
Leistungsbilder,1
kompatibel,2
Bewältigung,2
Starkregenereignissen,1
Hochwasserkatastrophe,1
Sommer,2
Ahrtal,1
Teilen,1
Westfalens,1
eindrücklich,1
verheerenden,1
Extremwetter,1
Wiederaufbau,1
Nachhaltigkeitsziel,1
hinterlegen,1
13b,1
verlängert,2
Innenentwicklungsmaßnahmengebietes,1
beste,3
Herkunft,3
frühkindliche,2
Digitalpakt,7
elternunabhängiger,2
Kind,5
Chancengleichheit,2
Realität,1
meisten,2
Kinderschutz,4
überall,2
füreinander,3
Eltern,10
Sorgearbeit,2
gerechter,1
untereinander,2
aufzuteilen,1
Förderleistungen,2
vielfältigen,3
hinterherhinkt,1
selbstbestimmtes,2
Bildungsausgaben,1
ankommt,1
dringendsten,1
frühkindlichen,2
Startchancen,3
reformierten,1
Grundstein,1
Kooperationsgebot,1
örtliche,1
Umsetzungskraft,1
Schulträger,1
Kultushoheit,1
vereinen,1
Bildungszusammenarbeit,1
Wirwollen,1
gleiche,3
Verwirklichung,1
Bildungsgipfel,1
einberufen,1
Bildungsziele,1
strukturiert,1
Bildungswesens,2
Gespräche,3
Grundgesetzänderung,1
Frühkindliche,1
Monitorings,1
Qualitätsentwicklungsgesetz,1
fokussieren,1
Betreuungsrelation,1
bedarfsgerechtes,1
Ganztagsangebot,1
Plätzen,1
Investitionsprogramm,3
Kindertagespflege,1
Kindertagesbetreuung,2
Sprach,1
Kitas,2
fachlich,1
fundierten,1
technischer,2
Ausstattung,2
Medienkompetenz,1
Ganztag,1
Ganztagsangebote,1
Rechtsanspruchs,1
Ganztagsbildung,1
betreuung,1
qualitativen,2
länderspezifischen,1
Ausprägungen,1
Qualitätsrahmen,1
bereitgestellter,1
Bonustopf,1
Frist,2
Beschleunigungstopf,1
sinnvollen,2
schulischen,1
außerschulischen,1
MINT,1
Mädchen,4
herkunftssprachliche,1
Haus,1
Forscher,1
Mentoring,1
Patenschaften,1
Bewegungsangebote,1
zivilgesellschaftliches,1
Bildungsengagement,1
Einbindung,1
außerschulischer,1
4,2
berufsbildende,1
benachteiligter,1
Schülerinnen,3
zeitgemäßen,1
Lernumgebung,1
Kreativlaboren,1
Chancenbudget,1
freien,4
Unterricht,1
Lernangebote,1
außerschulische,1
schulische,2
Schulentwicklung,1
Quartieren,1
Schülern,1
Teilhabepaket,1
Lernförderung,1
soziokulturelle,1
Mittelabruf,2
kurzfristige,1
vereinbaren,3
Umsetzungsschritte,1
Beratungs,3
Vernetzungsangebote,1
Laufzeit,1
Mittelabfluss,1
analysierten,1
Bedarfe,4
abbildet,2
Neuanschaffung,1
Hardware,1
veralteter,1
Gerätewartung,1
Administration,1
umfassen,3
Lernmittelfreiheit,1
bedürftige,1
gestütztes,1
Unterrichten,1
Anlaufstelle,3
Programmstrukturen,1
Educational,1
Ressources,1
OER,1
lizenzfreier,1
Lehr,2
Lernsoftware,1
Positivlisten,1
datenschutzkonformer,1
Lernmittel,1
Fortbildung,2
Lehrerinnen,1
Lehrer,1
Koordinierungsstelle,5
Lehrkräftefortbildung,1
bundesweit,4
vernetzt,2
Schulleitungen,2
arbeitsteilige,1
Fortbildungsmaterialien,1
Qualitätsoffensive,1
Lehrerbildung,2
Schwerpunkten,2
bundesweiter,1
Qualitätsentwicklung,1
Quereinstiegs,1
Berufsschullehramt,1
Lehramt,1
Auslandserfahrungen,1
Lehramtsstudierenden,1
Lehrkräften,1
Werdegang,1
Ausbildungsförderung,1
elternunabhängige,1
Garantiebetrag,4
direkt,3
volljährige,1
Anspruchsberechtigte,2
deutliche,2
Altersgrenzen,1
Studienfachwechsel,1
Förderhöchstdauer,1
Bedarfssätze,2
Notfallmechanismus,1
Teilzeitförderungen,1
regelmäßiger,1
Absenkung,2
Darlehensanteils,1
zinsfreien,1
Volldarlehens,1
Studierenden,1
Studierende,2
Studienstarthilfe,1
Beantragung,2
schlanker,1
gezielter,1
Erwachsenenbildung,1
Volkshochschulen,1
gemeinnützige,3
Bildungseinrichtungen,1
Umsatzsteuerbefreiung,1
Bildungsdienstleistungen,1
beibehalten,2
Alphabetisierung,1
informell,1
non,1
formal,1
Mögliche,2
Demokratiebildung,1
Bildungskette,1
Projektmittel,1
Bildungsphasen,1
bereichen,1
Schülerfirmen,1
Nachhaltige,1
Jugend,6
Senioren,4
aufwachsen,2
Anliegen,3
betreffen,1
Kindes,5
Kinderrechte,1
Kinderrechtskonvention,2
Gesetzesentwurf,1
Jugendbeteiligung,1
Jugendstrategie,1
Jugendparlamente,1
Beteiligungsnetzwerke,1
Kampagne,2
informieren,1
Beschwerdemöglichkeiten,1
Jugendplan,1
Aufholpaket,1
Zukunftspaket,1
Jugendbildungsstätten,1
Jugendarbeit,3
befindlichen,1
Jugendwerke,1
Plätze,1
Freiwilligendiensten,1
nachfragegerecht,1
Taschengeld,1
Teilzeitmöglichkeiten,1
Freiwilligendienst,1
FSJ,1
Anpassungen,2
inklusiven,2
VIII,2
erarbeitet,1
Legislatur,1
geregelt,2
fortlaufend,2
Modellprogramme,1
Verfahrenslotsen,1
unbefristet,1
Heim,1
Pflegekinder,1
Einkünfte,1
Berufs,1
Studienberatung,1
Jugendpflegeeinrichtungen,1
Pflegeeltern,2
Housing,1
First,1
Konzepten,1
psychisch,1
chronisch,1
kranken,1
kindersensible,1
Justiz,10
Modellprojekten,1
Schutzkonzepten,1
Unabhängigen,1
Beauftragten,5
sexuellen,2
Kindesmissbrauchs,1
Berichtspflicht,1
sexuelle,1
Aufarbeitungskommission,1
jetzigen,1
weiterführen,1
länderübergreifende,1
Kinderschutzfällen,1
fachliche,1
Vorgehen,2
Meldeketten,1
Frühe,1
Telefon,1
Onlineberatungsangebot,1
Gesamtstrategie,2
Fachkräftebedarf,1
Erziehungsberufe,1
generell,1
schulgeldfrei,1
praxisintegrierte,1
horizontale,1
Fortbildungsmaßnahmen,1
Quereinstieg,1
Umschulungen,1
Ausbildungsjahr,1
sonstige,1
Neustart,3
Familienförderung,1
Unterstützungen,1
Kindergeld,1
Teilhabepakets,1
Kinderzuschlag,2
automatisiert,2
berechnet,1
ausgezahlten,1
Förderleistung,1
ankommen,2
definierendes,1
soziokulturelles,1
Komponenten,1
einkommensunabhängigen,1
Elterneinkommen,1
abhängigen,1
gestaffelten,1
Zusatzbetrag,1
Volljährige,1
perspektivisches,1
kindlichen,1
Existenzminimums,1
Elterneinkommens,1
Leistungsbündelung,1
Wechselwirkungen,1
Erwerbsarbeit,1
lohnt,1
Federführung,2
Bundesministeriums,1
Kinderchancenportal,1
Einkommensbegriff,1
tatsächlichen,2
Sofortzuschlag,1
stärksten,1
Steuergutschrift,1
Erziehung,1
partnerschaftlich,1
aufteilen,1
Elterngeld,4
gemeinschaftliche,1
elterliche,1
zweiwöchige,1
vergütete,1
Partnerin,2
Mutterschutz,1
Fehl,1
Totgeburt,1
Schwangerschaftswoche,2
Partnermonate,1
Elterngeldanspruch,1
37,1
geboren,2
Höchstbetrag,1
elternzeitbedingten,1
Kündigungsschutz,1
Rückkehr,3
Wiedereinstieg,1
Kinderkrankentage,1
Elternteil,2
Sorgerecht,2
Rechtsinstitut,1
Einvernehmen,7
Institut,6
Verantwortungsgemeinschaft,2
Liebesbeziehungen,1
volljährigen,2
rechtlicher,1
Elternschaft,2
elterlicher,1
Umgangsrecht,1
Unterhalt,1
Empfängnis,1
zweier,1
ausschlaggebendes,1
Kriterium,1
Adoption,1
minderjähriger,2
Elternschaftsanerkennung,1
Geschlecht,1
anerkennenden,1
Person,1
Scheidungsverfahren,1
statusunabhängiges,1
Feststellungsverfahren,1
Abstammung,1
gerichtlich,2
anfechten,1
Samenspenderregister,1
Samenspenden,1
Embryonenspenden,2
partnerschaftliche,4
Trennung,2
umgangs,1
betreuungsbedingten,1
Mehrbelastungen,1
Kindeswohl,2
orientierte,2
Scheidung,2
Unterhaltsrecht,2
Betreuungsanteile,1
Erziehungs,1
Trennungs,1
Konfliktberatung,1
Wechselmodell,1
Großeltern,1
Geschwistern,1
Namensrecht,1
liberalisieren,1
Doppelnamen,1
familiengerichtlichen,1
Mündlichkeit,1
Nichtzulassungsbeschwerde,1
Fortbildungsanspruch,1
Familienrichterinnen,1
Familienrichter,1
festgestellt,1
Umgangsverfahren,1
zwingend,1
unverheirateten,1
Vätern,1
Fällen,2
Wohnsitz,1
einseitige,1
Widerspricht,1
Mutter,1
Familiengericht,1
Kindschafts,1
Studien,3
älterer,1
gewählten,1
Umfeld,2
leben,4
seniorengerechte,1
Alltagshilfen,1
Gesundheitsvorsorge,1
Begegnungsangebote,1
Überwindung,4
finanzieller,2
Ausbeutung,2
Vorsorgevollmachten,1
Stütze,1
VI,1
friedliche,2
verfassungsfeindlichen,2
gewaltbereiten,2
Bestrebungen,2
Verschwörungsideologien,3
Sicherheitsgesetze,3
Friedliches,1
erfordern,2
divergierende,1
auszuhandeln,1
Geschlechter,3
gleichberechtigten,1
Kunst,3
Künstlerinnen,4
Künstlern,2
Kulturszene,2
Kreativwirtschaft,3
fortbestehen,1
erblühen,1
Verbraucherschutzstandards,2
sichersten,1
sicherer,2
bürgernahe,1
ausgestattete,1
ausgebildete,1
Polizei,7
Gemeinwesens,2
Angriffe,2
Kriminalität,5
Bewahrung,5
bürgerlichen,2
Freiheitsrechte,3
aufs,1
Verteidigung,11
freiheitlich,4
Grundordnung,7
Bundespolizeien,1
professionelle,1
Wertschätzung,1
Polizistinnen,2
Polizisten,2
drückt,1
Sachausstattung,1
Zustand,2
Liegenschaften,1
Überstunden,1
Wiedereinführung,1
Ruhegehaltsfähigkeit,1
Polizeizulage,1
Fachkarrieren,1
diversitätsorientierte,1
Stellenbesetzungsoffensive,1
Fehlerkultur,1
intensiver,2
Grundsätze,3
vermitteln,1
beugen,1
Verfestigung,1
Vorurteilen,1
radikalen,1
Sicherheitsüberprüfung,1
Bewerberinnen,1
Bewerbern,1
demokratiefeindliche,1
Supervisionsangeboten,1
Polizeibeauftragte,1
Polizeibeauftragten,1
Polizeien,2
Akteneinsichts,1
Zutrittsrechten,1
leistungsfähige,2
geregelten,1
Grundvoraussetzung,1
Polizeiarbeit,1
umfangreiche,1
Datenbanken,3
Revision,1
Verarbeitungsregelungen,1
Datenaufsicht,1
Bundesbeauftragten,1
Informationsfreiheit,1
BfDI,1
BBK,1
föderalen,2
Kompetenzverteilung,1
Zentralstelle,1
materiell,2
Verfügbare,1
Kräfte,1
fortlaufenden,1
Lagebild,2
dargestellt,1
Warnstrukturen,1
Warn,1
Mix,1
Freiwilligen,1
Ehrenamtskonzept,1
föderaler,1
Freistellungs,1
Versicherungsschutzregeln,1
Helferinnen,3
Helfer,2
Technische,1
Hilfswerk,2
THW,1
Cyberhilfe,1
physischen,1
KRITIS,1
Dachgesetz,1
Konzeption,1
Zivile,4
strategisch,5
zukünftige,6
Notfallreserven,1
Helfern,1
Labor,1
Reserve,2
Fähigkeiten,5
polizeiliche,1
justizielle,1
rechtsstaatlich,2
Datenschutzstandards,1
Europol,1
Kriminalamt,1
operativen,1
Staatsanwaltschaft,1
Gemeinsamt,1
Gesamtbetrachtung,1
Aussagekraft,1
Kriminal,1
Strafrechtspflegestatistiken,1
periodischen,3
Sicherheitsbericht,1
EuGH,5
externe,1
ministerielle,1
Einzelfallweisungsrecht,1
Staatsanwaltschaften,1
Haftbefehls,1
richterlichen,2
Beförderungsentscheidungen,1
Richterinnen,1
Richter,1
obersten,2
Bundesgerichten,1
Gerichtsverfahren,1
online,2
Beweisaufnahmen,1
audio,1
visuell,1
dokumentiert,2
spezialisierte,1
Spruchkörper,1
Kleinforderungen,1
bürgerfreundlichen,1
kollektiven,1
Bestehende,2
Kapitalanleger,1
Musterverfahrensgesetz,1
Verbandsklagerichtlinie,1
anwenderfreundlich,2
Musterfeststellungsklage,1
bewährten,1
klageberechtige,1
Verbände,3
englischsprachige,1
Spezialkammern,1
Handels,1
Wirtschaftsstreitigkeiten,1
Kriminalpolitik,2
Evidenz,1
bisheriger,1
Handhabbarkeit,1
Berechtigung,1
Wertungswidersprüche,1
historisch,2
überholte,1
Straftatbestände,1
Strafrechts,1
Sanktionensystem,1
Ersatzfreiheitsstrafen,1
Maßregelvollzug,1
Bewährungsauflagen,1
Resozialisierung,1
Strafprozesse,2
praxistauglicher,2
Beschuldigten,2
beschneiden,1
Vernehmungen,1
Hauptverhandlung,1
Bild,1
Ton,1
aufgezeichnet,1
Strafverfahren,1
möglicher,3
Verfahrensgestaltung,1
grundsätzliche,2
Tatprovokation,1
Gerichtsentscheidungen,1
anonymisierter,1
maschinenlesbar,1
Vernehmung,1
Organisierte,1
Organisierten,1
OK,3
Clankriminalität,3
Strukturermittlungen,1
strafrechtlicher,1
Vermögensabschöpfung,1
Geldwäschebekämpfung,2
Themas,1
Analysefähigkeit,1
BKA,2
Gruppierungen,1
Mafia,1
aussagekräftiger,1
analysiert,1
definitorische,1
herbeigeführt,1
Menschenhandel,4
Extremismus,2
Rechtsextremismus,5
Bedrohung,5
Islamismus,1
Linksextremismus,1
nationaler,4
Deradikalisierung,1
Gefahrenabwehr,1
Aktionsplans,1
Rassismus,8
Kabinettausschusses,1
Gefährder,1
Definitionen,1
Früherkennung,1
koordinierte,2
Überwachung,1
Erfassung,3
frauen,1
queerfeindliche,1
Hasskriminalität,2
Bewährte,1
Präventionsund,1
Deradikalisierungsprogramme,1
Gefängnissen,1
Auskunftssperren,1
Melderegister,1
Bedrohte,1
Aufarbeitung,8
NSU,2
Komplexes,1
energisch,1
Rechtsterrorismus,1
11,2
März,1
Gedenktag,1
Opfer,14
terroristischer,2
Opfern,1
Hinterbliebenen,1
Terroranschlägen,1
Tragweite,1
empathischer,1
würdiger,1
Nachsorge,1
Angehörigenhilfe,1
NOAH,1
Tätigkeit,3
Ombudsstelle,1
Opferentschädigungsrecht,1
Opferhilfe,1
Akten,1
Zentralen,1
NS,4
Verbrechen,1
Kindesmissbrauch,2
Bundeskriminalamt,1
Auswertung,1
beschlagnahmten,1
Datenträger,1
Schutzes,2
personenbezogener,1
realisieren,1
tagesaktuellen,1
Abgleich,1
Informationsweitergabe,1
Ämtern,1
Hilfenetzwerk,1
beteiligten,1
Vertrauensstellung,1
Jugendämter,1
Präventionsprogramme,1
Täter,2
kindgerechte,1
schenkt,1
struktureller,1
sexualisierter,1
Gruppen,4
Sportvereinen,1
Waffenrecht,1
Sicherheitsdienste,2
überwiegende,1
Zahl,1
Waffenbesitzerinnen,1
besitzer,1
rechtstreu,1
Terroristen,2
Extremistinnen,2
Extremisten,2
entwaffnen,1
Waffenrechtsänderungen,1
Kontrollmöglichkeiten,1
Schützen,1
Jagdverbänden,1
kriminalstatistische,1
Straftaten,1
Schusswaffen,1
Informationsfluss,1
Gegenständen,1
Waffenschein,1
vorgelegt,1
Private,1
regulieren,2
evidenzbasierte,3
grundrechtsorientierte,1
Bundesakademie,1
begründet,1
Gesamtwirkung,1
betrachtet,1
Überwachungsgesamtrechnung,2
Entwicklungen,4
genügen,1
unabhängiges,2
Expertengremium,1
Freiheitskommission,1
Sicherheitsgesetzgebungsvorhaben,1
berät,2
Freiheitseinschränkungen,1
Videoüberwachung,2
Präsenz,1
bürgernahen,1
Kriminalitätsschwerpunkten,1
Flächendeckende,1
biometrischer,1
Überwachungszwecken,1
Anonymität,2
gegenwärtigen,1
Unsicherheit,3
bevorstehenden,2
Urteils,1
resultierenden,1
sicherheitspolitischen,4
Vorratsdatenspeicherung,1
anlassbezogen,2
gespeichert,1
Login,1
grundrechtsschonende,1
freiheitsorientierte,1
Identifizierung,1
Täterinnen,1
Ausnutzung,1
Schwachstellen,1
Systemen,2
hochproblematischen,1
Spannungsverhältnis,1
Bürgerrechten,1
ankaufen,1
offenhalten,1
unabhängigeren,1
Bundesamtes,1
schnellstmögliche,1
Schließung,1
Überwachungssoftware,2
kommerzieller,1
Eingriffsschwellen,1
geltende,1
Durchsuchung,2
Befugnis,2
Verfassungsschutzes,1
Kernbereichs,1
Lebensgestaltung,1
unterbleiben,2
Bundespolizeigesetz,1
Quellen,1
TKÜ,1
effektive,5
Aufsichtsbehörden,1
Sicherheitsbereich,1
ZiTis,1
GTAZ,1
klarer,1
lückenlose,1
Parlamente,1
Datenschutzaufsichtsbehörden,1
Meinungsfreiheit,3
Uploadfilter,1
Nachrichtendienste,2
wehrhaften,1
verfassungsrechtliche,1
Trennungsgebot,1
Nachrichtendiensten,1
nachrichtendienstlichen,1
Übermittlungsvorschriften,1
Hilfsorgane,1
Parlamentarischen,1
Betroffener,1
Kontrolllücken,1
Analyse,3
Kontrollinstanz,1
Streitfragen,1
VS,1
Einstufungen,1
verkürzen,1
archivrechtlichen,1
Schutzfristen,1
maximal,1
Gewährspersonen,1
sonstigen,2
Informantinnen,1
Informanten,1
parlamentarisch,4
überprüfbar,1
Nachverfolgung,1
Transaktionen,2
Terrorismusfinanzierung,2
verfügen,1
Holocaust,5
Überlebende,1
historischen,3
Überlebenden,2
Entschädigungsleistungen,1
betagten,1
Zukunftsaufgaben,1
Wiedergutmachung,2
nationalsozialistischen,1
Unrechts,1
Themenplattform,1
Verstärkung,1
Education,1
Diktatur,2
Folgeschäden,1
Opfergruppen,1
Opferrente,1
ehemalige,1
Häftlinge,1
Religionsgemeinschaften,6
wertvollen,1
Wertevermittlung,1
schätzen,1
Wirken,1
Grundsätzegesetz,1
Ablösung,1
Staatsleistungen,1
Religionsverfassungsrecht,1
kooperativen,1
Trennungsmodells,1
muslimischer,1
Ergänzungen,1
Rechtsstatus,1
notwendig,1
Neuere,1
progressive,1
beheimatete,1
islamische,1
Gemeinschaften,1
Ausbildungsprogramme,1
Imaminnen,1
Imame,1
Unternehmensrecht,1
ehrliche,1
rechtsuntreuen,1
Mitbewerberinnen,1
Mitbewerbern,1
Vorschriften,2
Unternehmenssanktionen,1
Sanktionshöhe,1
interne,1
Untersuchungen,1
präzisen,1
Whistleblower,2
praktikabel,2
Whistleblowerinnen,1
Meldung,1
Nachteilen,1
sonstigem,1
Fehlverhalten,1
Aufdeckung,1
Durchsetzbarkeit,1
Repressalien,1
Schädiger,1
Unterstützungsangebote,1
Gesellschaftsrechts,1
Beurkundungen,1
per,2
Videokommunikation,1
Sacheinlage,1
Beschlüssen,1
erlauben,1
Hauptversammlungen,1
Aktionärsrechte,1
uneingeschränkt,1
Missbrauch,5
Kostenerstattungen,1
Abmahnungen,1
Unlauteren,1
UWG,1
Legal,1
Qualitäts,1
Transparenzanforderungen,1
Rechtsanwaltschaft,1
Erfolgshonoraren,1
modifizieren,1
Fremdbesitzverbot,1
Verbraucherbildung,2
mehrsprachige,1
situationsgerechte,1
Warentest,1
Verbraucherzentrale,1
Bundesverbands,1
gestiegenen,1
kollektiver,3
Marktbeobachtung,1
Verhältnisse,2
Verbraucherkrediten,1
Überschuldung,2
marktgerechte,1
Zinsen,1
Wucher,1
Darlehensformen,1
irreführende,1
verboten,1
Schuldner,1
Insolvenzberatung,1
Vorfälligkeitsentschädigungen,1
Angemessene,2
Basiskonto,1
behördliche,1
Aufsicht,3
Inkassounternehmen,1
Lebensdauer,2
Reparierbarkeit,1
erkennbaren,1
Merkmal,1
Produkteigenschaft,1
Reparatur,1
Ersatzteilen,1
Reparaturanleitungen,1
Herstellerinnen,1
üblichen,1
Nutzungszeit,2
Updates,1
Nutzbarkeit,1
langlebige,1
Güter,3
Gewährleistungsdauer,1
Herstellerin,1
Widerrufbuttons,1
Dauerschuldverhältnissen,1
Lieferung,2
Warenleistungen,1
durchschnittlichen,1
monatlichen,1
Abo,1
Mindestlaufzeit,1
höchstens,1
angeboten,1
Bestätigungslösung,1
geschlossene,2
unseriösen,1
Haustürgeschäften,1
Flugreisen,1
Pauschalreise,1
Insolvenzabsicherung,1
einbezogen,1
Entschädigungs,1
Ausgleichszahlungen,1
Verkehrsträgern,1
No,1
show,1
Klauseln,1
untersagen,2
AGB,1
Fluggastrechteverordnung,1
Schutzniveaus,1
Aufsichtsbefugnisse,1
Kraftfahrt,1
Eisenbahnbundesamtes,1
kollektive,1
Verbraucherinteressen,1
Sterbehilfe,2
zeitnahe,1
fraktionsübergreifende,1
zugeführt,1
Mittler,2
demokratische,6
breiter,2
Entwicklungsplan,1
Offensive,2
Sportstätten,2
Vereinen,1
Beachtung,3
Schwimmbäder,2
Sportförderung,2
Behindertensport,1
Breitensports,1
Zielvorgaben,2
Good,1
Leistungssportpersonal,1
Spitzensportförderung,1
Instanz,1
Mittelvergabe,1
Transparenzportal,1
Potenzialanalysesystem,1
PotAS,1
Spitzensport,1
Mitwirkungsrechte,1
Athletinnen,1
Athleten,2
Vereinigung,1
physische,1
psychische,1
sexualisierte,1
Zentrums,2
Safe,1
Menschenfeindlichkeit,2
Dopingprävention,1
Dopingvergangenheit,1
Forschungsprojekten,1
Datei,1
Gewalttäter,1
Löschfristen,1
reformiert,3
Fankultur,1
Koordinationsstelle,1
Fanprojekte,1
Sportgroßveranstaltungen,2
geknüpft,1
Fußball,1
Europameisterschaft,1
Männer,2
Bewerbungen,1
Olympische,1
Paralympische,1
Spiele,2
getragen,2
Bevölkerung,3
Gleichstellungsstrategie,1
künftiger,1
Gender,4
Gap,2
