Term,Frequency
selbstbestimmtes,7
eröffnen,3
stigmatisiert,1
Augenhöhe,6
gewährt,3
berechnen,1
Kürzungstricks,1
Regelsatz,1
individualisieren,1
Anrechnung,2
leistungsempfangenden,1
unbürokratischer,2
Selbstauskunft,1
Schonvermögen,1
existenzsichernden,1
Sozialleistungen,3
zusammenlegen,2
Auszahlung,1
Modellprojekte,2
Wirkung,1
bedingungslosen,1
Grundeinkommens,1
erforschen,2
bürokratischen,2
entwürdigenden,1
Jobcentern,1
wirkliche,1
Arbeitsvermittlung,1
Perspektivenwechsel,1
Arbeitsförderung,1
Unterschiedlichkeit,1
langzeitarbeitslosen,1
Notwendig,1
intensive,1
Vermittlungsvorrangs,1
Langzeitarbeitslosen,1
Behindertenrechtskonvention,2
Grundsatzes,1
Inklusion,6
Enquete,1
Phase,2
hochschulischer,1
beschäftigen,3
Selbstvertretungsstrukturen,1
schwerbehinderte,1
Ausgleichsabgabe,2
heutige,3
Werkstattsystem,1
Inklusionsunternehmen,1
Inanspruchnahme,1
bedarfsgerechten,1
Nachteilsausgleichen,1
Mindestlohnniveau,1
Tagesförderstätten,1
einbeziehen,6
Auszubildende,3
Auslandsaufenthalten,1
Deckung,1
Inland,2
Bundesteilhabegesetz,1
weiterzuentwickeln,2
Poolen,1
Wahlrecht,3
Leistungsberechtigten,1
Bundesteilhabegeld,1
Anträge,4
Teilhabeleistungen,1
unbürokratisch,8
Stellenwert,3
essentiell,2
Grundsicherungsrichtlinie,1
festlegt,1
jeweilige,1
Situation,4
Länderspezifische,1
Mindestlöhne,1
eingeführte,1
Kurzarbeitsprogramm,1
Stabilisierung,1
Arbeitslosenrückversicherung,1
Informationsrechte,2
verschärfte,1
langfristiges,1
Grundrechtecharta,2
Rentenniveaus,1
Priorität,5
Absinken,1
wären,2
Grundrente,2
Akzeptanz,4
gefährdet,10
Rentenniveau,1
Frauenerwerbstätigkeit,1
Einwanderungsgesetz,3
Beschäftigungssituation,1
älterer,2
Versicherten,1
Steuerzuschüsse,1
Prekäre,1
armutsfeste,1
auskömmlichen,1
Rentenversicherung,2
innenversicherung,6
obligatorische,1
berufsständischen,1
Versorgungswerken,1
Abgeordnete,6
aufgenommen,3
Altersvorsorgeformen,1
Altersgrenzen,1
Altersarmut,1
reparieren,1
Garantierente,1
besserstellt,1
finanzierte,4
Mindestbeitragsbemessungsgrundlage,1
vollzeitbeschäftigte,1
Geringverdienende,1
langjähriger,1
auskömmliche,2
Regeleintrittsgrenze,1
innenfonds,5
kapitalgedeckte,1
Altersvorsorge,6
Umlagesystem,1
Riester,2
völliger,1
Fehlschlag,1
herausgestellt,1
Rürup,2
gravierende,1
undurchschaubar,1
Omas,1
Sparstrumpf,1
Profitabel,1
Versicherungswirtschaft,1
verwalteten,1
Zulagenförderung,1
fokussieren,2
Riestervertrag,1
besteht,2
falls,1
gewünscht,1
Bestandsschutz,1
orientiertes,2
bereitstellen,6
widersprechen,2
Volumen,1
Verwaltungskosten,1
breit,4
streut,1
Garantien,1
verzichten,1
politisch,6
verwaltet,3
Nachhaltigkeitskriterien,1
anbieten,3
Finanzierungsbeitrag,1
Beitragsgarantie,1
betrieblichen,1
vergleichbare,2
Altersversorgung,1
Kindheit,1
Gesundheitspolitik,1
prekären,3
schimmeligen,1
vielbefahrenen,1
erkranken,1
schlechteren,1
vorsorgt,1
bekämpft,5
Präventionsforschung,1
vorausschauend,2
handelt,1
Gesundheitsziele,2
Gesundheitsberichterstattung,1
Krankheitsursachen,1
Stand,3
gesundheitlichen,4
Versorgung,30
Gesundheitsförderung,4
gesundheitliche,3
Politikbereichen,3
gewappnet,2
stoßen,3
Analyse,2
Pandemiemanagements,1
Spätestens,1
Moment,2
überfälligen,2
einzuleiten,1
Notfallversorgung,7
Gesundheitsämtern,1
beherzt,3
nachvollziehbar,2
Stufen,3
Infektionsschutzgesetz,1
Pandemieschutzpläne,1
aktualisiert,1
unabhängiger,5
interdisziplinärer,2
Pandemierat,1
eingerichtet,1
Getroffene,1
evidenzbasiert,1
verhältnismäßig,1
Kommunikationsstrategie,1
Datengrundlagen,1
Entscheidungsgründe,1
wege,1
Gesundheitsforschung,1
Testverfahren,1
Therapieentwicklung,1
antiviralen,1
Anreizsysteme,1
Atemschutzmasken,1
Produktionsstandorte,1
Universitätsmedizin,1
Pandemiebekämpfung,1
Telemedizin,2
Koordinierung,3
medizinischer,1
Notfallkapazitäten,1
Erhebung,1
relevanter,3
zügigen,1
HERA,1
Behörde,2
Aktivitäten,4
koordinieren,5
engere,4
Gesundheitsbehörden,1
sichtbar,5
unternehmen,1
Besuch,2
mobilen,1
Zahnärzt,1
Impfaktion,1
Pflegeheim,1
Öffentlichen,3
Gesundheitsdienstes,1
Gesundheitsdiensten,1
Gesundheitsfürsorge,2
Universitäten,1
schaffenden,1
Bundesinstitut,1
Säule,4
aufzubauen,3
Institut,2
Funktionsfähigkeit,1
Gesundheitswesens,4
Koordination,2
Gesundheitsdienste,2
zentrales,3
Public,1
Organ,2
Bündelung,3
chronisch,2
unterfinanziert,1
unterbesetzt,1
personelle,3
Gesundheitsdienst,2
Gesundheitsausgaben,1
Gesundheitsschutzes,1
Lebenswelten,2
Amtsärzt,1
vergleichbar,3
Gesundheitswesen,13
pflegerische,1
Fachkompetenz,1
Community,3
Nurses,2
Schulgesundheitspflege,1
niedergelassene,1
Hebammen,3
Heilmittelerbringer,1
medizinische,3
mancherorts,1
Hebamme,1
Kinderstationen,1
Patient,23
abweisen,1
Hausarztpraxen,1
Primärversorgung,1
Hausärzt,1
Gesundheitsberufe,4
ambulante,6
stationäre,5
übergreifend,1
Versorgungsverbünde,1
enger,2
Perspektivisch,3
Abrechnungssystematik,1
strikte,2
ambulanten,5
Gebührenordnungen,1
EBM,1
GOÄ,1
zahnmedizinische,1
Regelversorgung,1
GKV,1
interdisziplinäre,3
Gesundheitsberufen,1
gemeinwohlorientierten,4
Gesundheitszentren,2
Trägerschaft,2
zusammenarbeiten,7
Aufgabenverteilung,1
nichtärztliche,1
Gesundheits,5
Pflegeberufe,2
Verordnung,2
Hilfsmitteln,1
pflegenahen,1
eigenverantwortlich,1
nachgewiesener,2
Direktzugang,1
Therapeut,1
Therapieberufen,2
Schulgeld,2
regulären,1
Studiengängen,1
gesellschaftlichem,1
falsche,1
Weichenstellungen,1
Fehlanreizen,1
innenwohls,1
Kosteneinsparungen,1
Personals,2
verbindlichere,1
Landeskrankenhausplanung,1
Versorgungsinteressen,1
Maximalversorgung,1
Grundsätze,3
Krankenhausplanung,1
rentiert,1
erreichbare,1
Grundversorgung,2
Gemeinwohlorientierung,2
Privatisierung,2
umgekehrt,3
ertragreiche,1
Fallzahl,1
Finanzierungssystem,1
Strukturfinanzierung,1
beinhaltet,2
bürokratiearme,1
Kostenkontrolle,1
zuwiderläuft,1
Personalbemessung,2
Behandlungs,2
Versorgungsqualität,1
qualitativ,4
hochwertige,4
bedarfsgerechte,6
zunehmende,2
Lücke,1
Investitionsfinanzierung,1
Organspende,2
rettet,3
Transplantationsregisters,1
funktioniert,2
Notfall,2
fängt,1
Rettungsdienst,1
medizinisch,4
behandeln,3
übrige,1
Notrufleitstellen,2
Nummern,1
112,1
116117,1
zusammengeführt,1
Zweifelsfall,1
anrufen,1
Notrufabfrage,1
passende,1
Gesundheitsleitstellen,1
Lotsenfunktion,1
Klinikstandorten,1
Notfallzentren,1
nahtlose,1
getrennten,1
stationären,3
Versorgungsmöglichkeiten,1
nachts,1
Wochenende,1
ernsten,1
Situationen,4
ambulant,1
Budgets,1
Intensivmedizin,1
erwartbare,2
vorfinden,1
psychisch,1
Erkrankter,1
seelische,1
Fundament,4
Abwesenheit,1
psychischer,1
zumutbar,1
psychischen,4
monatelang,1
therapeutische,1
warten,2
Erkrankung,1
zugängliche,2
Leid,4
verschlimmert,1
Stigmatisierungen,1
vorgebeugt,1
Flächendeckende,1
Therapie,2
Hilfs,2
Beratungsangeboten,2
Suizidprävention,1
Psychotherapieplätze,1
Kassenzulassungen,1
Psychotherapeut,2
gemeindenahe,1
personenzentrierte,1
sektorübergreifende,1
Besonderheiten,3
LSBTIQ,12
geflüchteten,1
traumatisierten,2
Behandlungen,2
unumgängliches,1
Mindestmaß,1
Dokumentation,3
innenorientierung,1
therapeutischen,1
Angebots,1
Hilfsangebote,1
ambulanter,1
stationärer,1
Behandlung,2
Berufsgruppen,1
Team,1
Psychotherapie,1
nachgebessert,1
angehende,1
ausgebildet,1
Gebärenden,1
Geburtshilfegipfel,1
Gesundheitsziel,1
Geburtsortes,1
Sicherstellung,1
wohnortnaher,1
Etablierung,2
Betreuungsbogens,1
Hebammenberuf,1
Haftpflicht,1
Aufnahme,10
Rufbereitschaftspauschale,1
Katalog,1
Kassenleistungen,1
erleichterte,2
nachträgliche,1
akademische,3
Titelerwerb,1
ausgebildete,3
hebammengeführter,1
Kreißsäle,1
Geburtshäuser,1
Finanzielle,1
Fehlanreize,1
Kaiserschnitt,1
Geschlechtsspezifische,2
medizinischen,5
Medikamentenforschung,1
Trans,3
Inter,2
geschlechtsspezifischer,5
Frauengesundheit,1
pflegerischen,2
einhergehend,1
Verhütungsmitteln,2
paritätischen,1
Frauenquote,1
holen,1
Beispielsweise,1
Gesundheitsleistungen,4
Hilfsmittel,1
häusliche,1
ressortübergreifenden,4
Inklusionsplan,1
bürokratische,3
Vorgänge,1
Bedarfsplanung,1
Heilmittelversorgung,1
Fortbildung,1
gesichert,6
Verbot,3
Konversionstherapien,1
Aufklärungsarbeit,2
HIV,1
aktuelle,2
Präventionsmöglichkeiten,1
Fort,2
Stigmatisierung,2
vorzubeugen,2
gesundheitlicher,1
Krankenversicherungsschutz,1
Wohnungslose,1
Unionsbürger,3
Papiere,2
anonymen,1
Krankenschein,1
Mitteilungs,1
Unterrichtungspflichten,1
Stellen,9
Beratungsnetzwerken,1
Sprache,5
unüberwindbare,1
Hürde,1
qualifizierte,3
Sprachmittlung,1
Abschiebung,2
erkrankten,1
zurücknehmen,3
psychotherapeutischen,1
Gutachten,1
Gesetzlich,1
Versicherte,4
Termine,1
Fachärzt,1
Prämien,1
Klassen,1
vieler,2
solidarisch,3
Wahlperiode,2
leistungsstarken,1
Versicherungssystems,1
künftiger,1
Kostensteigerungen,1
stabile,1
Lastenteilung,1
Beamt,3
einkommensabhängigen,2
Beiträgen,3
fiktive,1
Mindesteinkommen,1
Einkommensarten,1
erhoben,1
Gehältern,1
Kapitaleinkommen,1
Versicherter,1
Erstattung,1
Brillen,1
versicherter,1
beihilfefähigen,1
Tarif,2
Basistarif,1
Beitragsschulden,1
vollwertige,1
Krankenkasse,2
verdienenden,1
Krankenversicherung,2
überfordern,1
innenrechte,5
Pflegebedürftigen,3
Nutzen,2
Zuschauer,1
Versichertenvertretung,1
unparteiisches,1
Mitglied,1
Bundesausschuss,2
Beteiligungs,1
Sozialwahlen,1
informierter,1
Problemen,2
zeitnah,3
Qualitätstransparenz,1
Selbsthilfeorganisationen,1
getragenen,1
Stiftung,4
Patientenberatung,1
gemeinnützige,4
innensicherheit,1
Opfer,16
Behandlungsfehlern,1
Entschädigungen,2
Fehlervermeidung,1
Robotik,1
elektronische,5
Patientenakte,2
Per,1
App,1
Impfpass,1
Gesundheitsinformationen,1
Blutgruppe,1
Krankheitsgeschichte,1
neuesten,2
Blutwerte,1
zugreifen,1
Nutzer,2
nützt,1
verständlich,1
Informationskampagne,1
Gesundheitskompetenz,1
innenorganisationen,1
einzubinden,1
Gesundheitsdaten,4
anonymisiert,1
pseudonymisiert,1
ärztliche,1
Schweigepflicht,1
innengeheimnis,1
digitalisierte,1
jederzeit,2
Forschungsdateninfrastruktur,2
weitergegebenen,1
Allgemeinheit,5
Solidargemeinschaft,1
finanzierten,2
Datensicherheit,1
genügen,1
Nutzenbewertung,1
Gesundheitsanwendungen,1
technischer,2
administrativen,1
Aufwand,1
medizinisches,1
pflegerisches,1
länderübergreifenden,1
verändertes,1
Krankheitsspektrum,1
vermehrte,1
Extremwetterlagen,1
leiden,4
armutsgefährdete,1
Haut,1
vermehrt,4
verletzliche,1
Kranke,1
Sonderfonds,1
Arzneimitteln,2
beachtet,1
Qualitätsmerkmal,1
Verträgen,3
Krankenkassen,2
Verknüpfung,1
Motor,1
Ambulante,1
pflegebedürftig,1
bestmögliche,4
einselbstbestimmtes,1
alternden,1
angepasste,1
pflegerischeAngebote,1
biografischen,1
Hintergründe,1
weiterer,3
Großeinrichtungen,1
Wohn,2
Pflegeformen,1
Tages,1
Kurzzeit,1
Verhinderungspflege,1
Wohngemeinschaften,1
eingebettet,1
Assistenzbedarf,1
Gemeindeschwestern,1
Stütze,1
Quartierspflege,1
Pflegebedarfsplanung,1
vorzunehmen,1
Bundesprogramm,3
Anschubfinanzierung,1
Pflegeversicherung,3
wohnformunabhängig,1
persönliches,1
Nachbar,1
PflegeZeit,1
Erwerbstätigen,1
Lohnersatzleistung,1
dreimonatigem,1
Vollausstieg,1
dreijährigem,1
Teilausstieg,1
pflegebedingte,1
Arbeitszeitreduzierungen,1
abfedert,1
doppelte,1
Pflegegarantie,2
Angehörigen,4
aufbringen,1
pflegebedürftige,1
Pflegeleistungen,1
Eigenanteile,1
deckeln,1
aufzubringenden,1
planbar,2
hinausgehenden,2
solidarischen,1
Pflegerisikos,1
Pflegekräfte,2
unschätzbaren,1
Krankheit,2
wünschen,2
professionell,1
Sorgfalt,1
Aktuell,1
Belastungsgrenzen,1
Unterbesetzung,1
Überstunden,1
physische,3
Überforderung,1
Pandemiezeiten,1
Pflegende,1
Langzeitpflege,1
eigenverantwortliche,1
Fachkräften,3
unnötiger,1
Bürokratie,5
Ermöglichung,2
Woche,1
Lohnausgleich,1
gerne,3
Gesundheitsbereich,1
Überlastung,1
Personalverlust,1
potenziell,1
traumatisierende,1
Ereignisse,1
psychosozialen,1
bezeugen,1
Anbietern,1
zusammenzuarbeiten,1
bezahlen,1
Attraktivität,2
Selbstorganisation,1
Einflussmöglichkeiten,1
professionellen,2
Bundespflegekammer,1
Mitspracherechte,1
Pflegewissenschaften,1
Pflegepädagogik,1
strukturell,9
migrantischen,2
Haushaltshilfen,1
Betreuungskräften,1
Seiten,3
Pflegehaushalt,1
Carebeschäftigte,1
Palliative,1
hospizliche,1
Sterben,3
ausführlich,1
Behandlungsoptionen,1
aufgeklärt,3
wohlfühlen,3
Aufklärungsprogramme,1
innenverfügungen,1
Vorsorgevollmachten,1
Palliativversorgung,1
Schwerstkranken,1
Sterbenden,1
Alters,2
Hospize,1
SAPV,2
Lebensende,1
schließt,3
Bundestag,6
Abstimmung,4
Schutzkonzept,1
Sterbehilfe,1
regelt,1
verantwortungsvolle,2
Drogen,4
Suchtpolitik,1
Drogenpolitik,2
Jugendschutz,2
Befähigung,2
eigenverantwortlichen,1
Säulen,1
Schadensminimierung,1
Betäubungsmittelrecht,1
reformbedürftig,1
Schwarzmarkt,2
existiert,1
durchzuführen,3
Suchthilfe,1
zählen,2
aufsuchende,1
Sozialarbeit,1
Substanzanalysen,1
Drug,1
Checking,1
Substitutions,1
Diamorphinprogramme,1
Haftanstalten,2
Wohnsitzlose,1
Substitution,1
Ambulanzen,1
Suchtprävention,1
Medien,4
Zielgruppe,1
Alkohol,1
Tabak,1
Nichtraucherschutz,1
geworben,1
derzeitige,3
Cannabis,3
entziehen,3
Cannabiskontrollgesetz,1
Verbraucherschutzes,2
lizenzierten,1
Fachgeschäften,1
medizinischem,1
Menschenrecht,2
Immobilienpreise,2
vielerorts,3
Einkommensstadtteile,1
Neuausrichtung,1
Wohnungsmarkt,5
Bedrängnis,1
Schätzungen,1
700,1
wohnungslos,1
Obdach,2
Wohnungs,1
Housing,1
First,1
Obdachlose,1
würdevolle,2
Unterbringung,2
Mietengipfel,1
einberufen,1
Vertretungen,3
Wohnungswirtschaft,1
erarbeitet,1
Krisenbedingte,1
Wohnungsverluste,1
Lebensgemeinschaften,1
selbstgenutztem,1
Wohneigentum,5
krisenbedingten,3
bewahren,2
Miete,1
Kreditrate,1
nachzuzahlen,1
Kündigungen,2
Zwangsräumungen,2
abwenden,1
kostenfreie,2
innenberatungen,1
Schuldner,1
innenberatung,1
Einkommensausfällen,1
Bank,2
Kreditnehmer,1
Mietzahlungen,1
Gemeinnützigkeit,6
familiengerecht,1
sozialraum,1
Stattdessen,2
Sozialwohnungen,3
Wohnungsbau,2
kürzen,1
Wohnungsgesellschaften,2
Baugenossenschaften,1
Wohngemeinnützigkeit,1
Million,3
Mietwohnungen,1
vorhandenen,3
Bestände,1
veräußert,2
verbilligt,1
Sozialbindung,1
abgegeben,2
Bebauungsplänen,1
festsetzen,1
größeren,1
Einkommens,2
bundeseinheitliches,2
Bundesgesetz,1
Mietobergrenzen,1
Mietpreisbremse,1
entfristet,1
nachgeschärft,1
Unnötige,1
möblierten,1
Reguläre,1
Mieterhöhungen,1
Mietspiegels,1
Mietspiegel,1
verbreiten,1
herangezogen,1
abzusenken,1
Quadratmeter,1
warmmietenneutral,1
Innerhalb,1
Gesamtkonzepts,2
BGB,1
angespannten,2
landesgesetzliche,1
verfassungsfest,1
geschehen,1
Umlagefähigkeit,1
Grundsteuer,1
flächensparendes,2
samt,2
tauschen,1
Umwandlungsverbot,1
Milieuschutz,1
auszuweiten,1
Vorkaufsrecht,1
Ertragswerts,1
spekulative,1
Wertsteigerungen,1
unterbindet,1
Mietwucher,1
Wirtschaftsstrafgesetz,1
geahndet,3
Eigenbedarfskündigungen,2
deutlicher,1
Eigentümer,3
nahen,1
Verwandten,1
inwiefern,1
Wohnungsmärkten,1
schutzwürdigen,1
Personengruppen,1
auszuschließen,1
Gemeinschaften,3
instrumente,1
soziales,2
Grundrecht,3
Spekulant,2
Immobilienregister,1
Grundbücher,1
Nichtregierungsorganisationen,2
Bewohner,1
Immobilienkauf,1
Steuerumgehung,1
anteilige,1
Immobilienbesitzes,1
Unternehmensverkäufen,1
Immobiliengeschäften,1
Bauland,1
Wohnungsnot,1
herrscht,1
ergibt,3
Grundstücke,1
bebauen,1
Fehlnutzungen,1
spekulativen,2
Leerstand,4
unterscheidet,1
prinzipiell,1
vermehrbar,1
Steigende,1
steigende,1
Wohnkosten,1
Folge,1
wiederum,1
Verdrängung,3
Fehlentwicklungen,1
hieraus,1
einzugreifen,1
Bodenpolitik,1
betreibt,1
meistbietend,1
verkaufen,1
Schaffung,3
bezahlbarem,1
Bundesanstalt,1
Immobilienaufgaben,1
gemeinnützigen,2
Bodenfonds,1
kauft,1
strategisch,3
überträgt,1
gemeinwohlorientierte,2
bevorzugt,1
Erbpacht,1
vergeben,2
Erstzugriffsrecht,1
Zukauf,1
Erwerb,3
explodierender,1
schwerer,2
Makler,1
bestellt,1
Immobilienkäufe,1
Maklerprovisionen,1
Vermietungen,1
Courtage,1
verstecktem,1
Kaufpreisen,1
Kaufnebenkosten,1
Wohnungsunternehmen,1
Selbstnutzende,1
Mietkauf,1
selbstgenutztes,1
Kauf,1
leerstehender,2
günstigem,1
gemeinschaftlichen,2
Mietshäusersyndikats,1
gemeinschaftlicher,1
günstige,1
Bürgschaften,1
Ressourcenschonendes,1
kreislaufgerechtes,1
konsequenten,2
Bauwende,1
ressourcenschonendem,1
Städtebau,1
Gebäudeplanung,1
gesamte,2
Stoff,1
Energieverbrauch,1
späteren,1
Lebenszyklusbetrachtung,1
Bestehendem,1
komplette,1
stoffliche,1
Weiterverwertung,1
Klimaschutzstandards,1
Bauordnungen,1
Holzbaustrategie,1
energie,2
ressourcenschonend,1
alldem,1
Vorbildfunktion,1
Baumaterialien,1
Holz,1
wertvoller,1
Häuser,3
übernutzt,1
Planen,1
kreislaufgerecht,1
Materialpass,1
verwendeten,1
Bauschuttdeponien,1
Rohstoffminen,1
Flächenverbrauchs,1
Siedlungsentwicklung,1
Innenentwicklung,1
benötigte,1
versiegelte,1
Künftig,1
Verkehrsflächen,1
versiegelt,1
ortsnah,1
ausgeglichen,1
Flächenkreislaufwirtschaft,1
letztlich,2
Nettoverbrauch,1
ferner,1
13,2
Baugesetzbuches,1
lebenswerte,1
Einschränkungen,3
unterscheiden,1
Kommune,1
Schwimmbäder,1
langsam,2
gesellschaftliches,1
Engagement,21
Versorgungsproblemen,1
Indikatoren,2
Bundesländern,3
Förderregionen,1
auszuwählen,1
Regionalbudgets,1
Versorgungsbereiche,1
Breitband,2
formulieren,2
Zusammenhalts,3
Marktplatz,1
Familienzentrum,1
Jugendclub,1
Skatepark,1
Stadtteilbibliothek,1
Kulturbahnhof,1
Bewegungsfläche,1
Expert,3
Bundesstrategie,1
Bundeseinrichtungen,1
Ostdeutschland,3
Ansiedlung,1
Forschungsinstituten,1
Zukunftszentrums,1
Einheit,4
Solide,1
Finanzausstattung,2
Selbstverwaltung,2
belastbare,1
Gemeindestraßen,1
Schulsanierung,1
nachzukommen,2
finanzschwach,1
verschuldet,1
Handlungsspielraum,1
verkleinert,2
unmittelbar,1
Finanzmittel,1
Kultureinrichtungen,9
Erhaltung,1
übrig,1
gemeinschaftliche,2
Gemeindefinanzen,1
zuweisen,1
Altschulden,1
gemeindlichen,1
Steuerausfällen,1
verschuldeten,2
Schuldenmanagement,1
zurückgreifen,1
2021,2
Gewerbesteuerausfälle,1
Übernahme,1
Unterkunft,1
Geduldete,1
Gründungsinfrastruktur,1
finanzschwache,1
Kompetenzagentur,1
Förderpolitik,3
Rat,4
Seite,5
Neuordnung,1
Grundfinanzierung,2
priorisiert,1
Ortskerne,2
besucht,1
verweilt,1
Bühne,1
Stadtzentren,1
Stadtentwicklungspolitik,1
Verkehrskonzepte,1
Städtebaunotfallfonds,1
schönere,1
heißerer,1
Smart,1
inhabergeführte,1
Dachausbau,1
Planer,1
Baugewerbe,1
Kleineren,1
Gewerben,1
Handwerksbetrieben,1
Kulturprojekten,1
Gewerbemietrecht,1
Baunutzungsverordnung,1
Bundeseigene,1
Ländlich,1
Freischaffende,1
zuverlässiges,2
Mobilfunkversorgung,1
Ankommens,1
Bleibeperspektiven,1
Jung,1
Alt,1
Küstenschutz,1
Wohnprojekte,1
Aktivierung,1
genossenschaftliche,1
Wohnformen,1
Revitalisierung,1
alter,1
Bausubstanzen,1
Wiese,1
Spaces,1
kulturelle,5
Wiederansiedlung,1
Lebensmittelgeschäften,1
Bahnhofsgebäude,1
einladenden,1
Mobilitätsknotenpunkten,1
Landesprogramme,1
Markttreffs,1
Supermärkte,1
Café,1
Postfiliale,1
Zuschüsse,1
Sporthalle,1
Bibliothek,1
Spielplatz,1
Kino,1
Kulturzentrums,1
zusammenfassen,1
Schnelles,1
Egal,2
Unterricht,1
essentielle,1
Glasfaseranschlüssen,1
Vergleichen,1
abgehängt,1
Glasfaser,2
kostengünstiges,1
Glasfaserinternet,1
FTTB,1
Haus,2
Fördergelder,1
ankommen,1
nötigsten,1
Blockaden,4
Glasfaserausbau,1
Betreibermodellen,1
kurzfristig,1
schnellere,2
Internetzugänge,1
durchsetzbar,2
Mindestbandbreiten,1
Nutzungsgewohnheiten,1
zügige,3
Schließung,1
weißen,1
Flecken,1
Netzneutralität,1
Bandbreiten,2
Schummelei,1
Telekommunikationsunternehmen,1
versprochenen,1
Download,1
Geschwindigkeiten,2
unkomplizierten,1
pauschalierten,1
Schadensersatz,2
Mobilfunkausbau,1
surft,1
Kooperationsvereinbarungen,1
Funklöcher,1
notfalls,1
lokales,1
Roaming,1
angeordnet,1
Frequenzversteigerungen,1
Versorgungsauflagen,1
steigenden,2
Selbstbestimmt,1
Wohnumfeld,1
vertrauten,1
Umgebung,2
Gesellschaftliche,1
generationenfreundlichen,1
Age,1
friendly,1
Cities,1
and,2
Communities,1
Ansprechstellen,1
Gemeindezentren,1
altersgerechtes,1
Weiterbildungsangebote,1
Stadtteil,1
engagieren,6
informieren,3
praktischer,1
Lebensumfeld,1
Treffpunkten,1
Nachbarschaftszentren,1
mobil,1
Nahverkehrsangebot,1
intelligent,1
vernetzt,3
intelligenten,1
Zugänge,7
Ausruhen,1
Kräftesammeln,1
ausgestattet,8
4,1
Erwachsenen,2
Altes,1
hinterfragen,2
zukunftsgerichteter,1
Bildungspolitik,3
visionärer,1
Wissenschaftspolitik,2
unendlich,1
BNE,7
klassische,1
Umweltbildung,1
befähigt,1
zukunftsfähigem,1
Denken,2
pluralen,1
Verstehen,1
verträglichen,1
Bildungssystem,3
essenziell,1
Lebenschancen,2
hängt,3
Lebenslauf,2
Namen,1
Wohnort,1
hoffen,1
Laptops,1
drohen,1
meiste,1
führten,1
Schulschließungen,1
Bildungslücke,1
quer,1
Jahrgänge,1
fehlten,1
Lernen,7
Gespräche,3
Zusammensein,2
Pausenhof,2
kognitive,1
Verzichtsleistungen,1
erbracht,1
Einschränkung,1
Kontakten,1
Entwicklungsmöglichkeiten,1
schuldig,1
Gleiche,1
gemeinsames,4
KiTa,8
Schulabschluss,1
Spaltung,2
KiTas,9
Erzieher,5
Lehrer,5
ärmeren,1
reicheren,1
Vierteln,1
widerspiegeln,5
Toiletten,1
Raumkonzepte,1
Lernformen,1
Multiprofessionelle,1
unterschiedlichen,6
Berufswege,5
Kulturelle,1
elementaren,1
Bildungssystems,2
Primarbereich,1
Sanierungsstau,1
Schulgebäuden,1
Fördermittelbeantragung,1
Lebensweg,2
Reißbrett,1
Bildungswege,2
durchlässig,1
Abitur,1
Bildungsweg,2
Studienabschluss,1
Ganztags,2
Abendschule,1
Berufsbildung,2
Angestellte,1
freiberuflich,1
selbständig,3
Lebensbahnen,1
passenden,2
Bildungsverläufe,1
wachsende,2
verlässt,1
Auszubildenden,3
Student,1
geglaubte,1
Ausbildungsplätze,1
weggefallen,1
Hörsaal,1
entscheidende,2
Studierenden,8
Schwierigkeiten,2
Nothilfe,2
BAföG,4
Studienkredite,1
Verschuldungsrisikos,1
geeignetes,1
Unterstützungsmittel,1
Ausbildungsplatz,1
Kreativität,4
Forschungsgeist,1
Wissenschaftssystems,4
Künstler,6
Forscher,5
außeruniversitären,1
permanent,1
neuartige,1
Impf,1
Antriebsstoffe,1
Wohlstandskonzepte,1
Forschungsumgebung,1
ungewissem,1
Ausgang,1
ausprobieren,1
optimale,1
unnötige,2
Wissenschaftliche,1
Hochschulraum,1
füllen,1
Wohlstands,1
Denkhorizonte,1
ändert,1
Lauf,1
Orientierung,2
Informationsfilterblasen,2
Verschwörungsideologien,2
wissenschaftliche,10
Erkenntnisse,4
Zweifel,1
Nötig,2
verständlicher,2
Wissenschaftsdialog,1
Wissenschaftskommunikation,2
Ecke,1
Elternhaus,1
geborgenes,1
entscheidenden,2
wecken,1
Neugier,2
Freude,1
Gleichaltrigen,1
Großwerden,1
Entdeckungslust,1
Kompetenzerwerb,1
gelegt,2
eingegangen,1
Bundesqualitätsgesetz,1
Spitzenqualität,2
Kleinsten,1
anvertrauen,1
Bewegung,3
ausreichende,5
Bewegungsflächen,1
Dreijährige,1
Inklusive,1
Förderbedarf,1
Betreuungsschlüssel,1
Nachbereitung,1
Netzwerkarbeit,1
Fachberatung,1
Supervisions,1
Mentoring,1
Lernortkooperationen,1
Platzausbau,1
weiterführen,1
Kinderbetreuungsplatz,1
Schicht,2
Wochenendarbeit,1
Horten,3
pädagogischen,3
prägen,1
frühen,1
spiegelt,1
wider,1
Pädagog,1
wirkungsvollen,2
Fachkräfteoffensive,1
Ausbildungsvergütungen,2
Weiterentwicklungsmöglichkeiten,1
Erzieherinnenberuf,1
scheitern,2
Fach,1
Lehrkräften,1
qualifiziertem,1
Quereinstiegsbildung,1
Weiterbildungs,3
Qualifizierungsangebote,1
Ganztagsplatz,1
Grundschulkind,2
Lernbedingungen,2
weiterführenden,3
Begegnung,1
Inspiration,2
Forschen,1
Entdecken,1
Sprach,2
Bewegungsförderung,1
Ganztagsplätze,1
Hort,1
Ganztagsbildung,2
betreuung,1
